2.70 ,1263.00 ,166.00 ,11.60 ,1037.00 ,216.00 ,969.00 ,143.00 ,1598.00 ,1167.00 ,14.30 ,38.40 ,0.62 
2.10 ,1206.00 ,114.00 ,10.20 ,986.00 ,143.00 ,1035.00 ,113.00 ,1537.00 ,959.00 ,15.00 ,36.50 ,0.62 
2.50 ,1252.00 ,140.00 ,11.00 ,1016.00 ,160.00 ,1008.00 ,116.00 ,1593.00 ,983.00 ,16.10 ,34.50 ,0.63 
2.70 ,1287.00 ,169.00 ,12.80 ,1078.00 ,163.00 ,949.00 ,123.00 ,1660.00 ,1061.00 ,16.30 ,35.70 ,0.66 
2.90 ,1353.00 ,185.00 ,14.20 ,1122.00 ,190.00 ,922.00 ,126.00 ,1740.00 ,1139.00 ,15.80 ,37.00 ,0.66 
2.80 ,1309.00 ,165.00 ,12.70 ,1073.00 ,178.00 ,954.00 ,120.00 ,1657.00 ,1112.00 ,15.90 ,37.20 ,0.67 
2.40 ,1274.00 ,133.00 ,11.70 ,1041.00 ,150.00 ,1006.00 ,119.00 ,1610.00 ,994.00 ,16.90 ,34.30 ,0.65 
3.90 ,1510.00 ,233.00 ,19.30 ,1277.00 ,206.00 ,812.00 ,149.00 ,1910.00 ,1410.00 ,15.10 ,39.60 ,0.68 
3.70 ,1525.00 ,242.00 ,18.20 ,1246.00 ,202.00 ,821.00 ,145.00 ,1847.00 ,1448.00 ,14.40 ,43.40 ,0.71 
6.60 ,1843.00 ,488.00 ,32.60 ,1610.00 ,340.00 ,624.00 ,170.00 ,2390.00 ,1887.00 ,12.90 ,50.50 ,0.75 
4.40 ,1598.00 ,333.00 ,20.10 ,1299.00 ,274.00 ,752.00 ,149.00 ,1941.00 ,1627.00 ,12.10 ,53.30 ,0.75 
3.50 ,1484.00 ,215.00 ,14.30 ,1127.00 ,253.00 ,839.00 ,139.00 ,1723.00 ,1491.00 ,11.00 ,59.10 ,0.77 
5.40 ,1677.00 ,367.00 ,21.80 ,1346.00 ,300.00 ,741.00 ,134.00 ,2062.00 ,1657.00 ,9.70 ,64.60 ,0.78 
2.70 ,1280.00 ,122.00 ,9.60 ,964.00 ,193.00 ,963.00 ,113.00 ,1544.00 ,1285.00 ,9.50 ,64.10 ,0.76 
1.90 ,1196.00 ,67.00 ,7.40 ,873.00 ,139.00 ,1071.00 ,97.00 ,1463.00 ,1144.00 ,9.10 ,63.90 ,0.74 
1.60 ,1184.00 ,43.00 ,5.40 ,782.00 ,83.00 ,1176.00 ,82.00 ,1365.00 ,1043.00 ,8.80 ,63.90 ,0.73 
1.70 ,1172.00 ,46.00 ,5.40 ,783.00 ,-200.00 ,1179.00 ,-200.00 ,1380.00 ,996.00 ,7.80 ,67.50 ,0.72 
-200.00 ,1147.00 ,56.00 ,6.20 ,821.00 ,109.00 ,1132.00 ,83.00 ,1412.00 ,992.00 ,7.00 ,71.10 ,0.72 
1.00 ,978.00 ,30.00 ,2.60 ,625.00 ,62.00 ,1420.00 ,65.00 ,1274.00 ,819.00 ,8.30 ,63.60 ,0.70 
1.20 ,1100.00 ,27.00 ,2.90 ,646.00 ,53.00 ,1406.00 ,60.00 ,1268.00 ,835.00 ,7.20 ,67.50 ,0.69 
1.50 ,1112.00 ,47.00 ,5.10 ,770.00 ,139.00 ,1228.00 ,77.00 ,1409.00 ,940.00 ,6.30 ,71.90 ,0.69 
2.70 ,1336.00 ,132.00 ,11.80 ,1043.00 ,256.00 ,935.00 ,96.00 ,1678.00 ,1192.00 ,6.50 ,71.60 ,0.69 
3.70 ,1408.00 ,239.00 ,15.10 ,1153.00 ,295.00 ,830.00 ,119.00 ,1777.00 ,1411.00 ,9.60 ,59.70 ,0.71 
3.20 ,1447.00 ,160.00 ,12.90 ,1081.00 ,250.00 ,869.00 ,126.00 ,1667.00 ,1465.00 ,12.40 ,51.20 ,0.73 
4.10 ,1542.00 ,283.00 ,16.10 ,1184.00 ,296.00 ,808.00 ,158.00 ,1780.00 ,1583.00 ,15.60 ,42.20 ,0.75 
3.60 ,1451.00 ,210.00 ,14.00 ,1117.00 ,239.00 ,875.00 ,161.00 ,1679.00 ,1387.00 ,18.40 ,33.80 ,0.71 
2.80 ,1328.00 ,154.00 ,12.30 ,1059.00 ,153.00 ,987.00 ,124.00 ,1600.00 ,1101.00 ,19.40 ,31.30 ,0.70 
2.00 ,1207.00 ,112.00 ,8.60 ,924.00 ,118.00 ,1088.00 ,102.00 ,1488.00 ,850.00 ,18.00 ,34.80 ,0.71 
2.00 ,1240.00 ,108.00 ,9.20 ,947.00 ,119.00 ,1049.00 ,116.00 ,1532.00 ,947.00 ,18.40 ,33.60 ,0.70 
2.50 ,1306.00 ,111.00 ,10.20 ,987.00 ,138.00 ,1004.00 ,124.00 ,1554.00 ,1078.00 ,17.60 ,35.10 ,0.70 
2.30 ,1326.00 ,97.00 ,10.60 ,1000.00 ,148.00 ,976.00 ,125.00 ,1602.00 ,1084.00 ,16.70 ,37.80 ,0.71 
3.20 ,1473.00 ,191.00 ,15.50 ,1163.00 ,227.00 ,831.00 ,148.00 ,1779.00 ,1395.00 ,16.10 ,41.00 ,0.75 
4.20 ,1609.00 ,258.00 ,19.60 ,1286.00 ,277.00 ,758.00 ,165.00 ,1922.00 ,1612.00 ,15.80 ,42.40 ,0.76 
4.20 ,1611.00 ,284.00 ,19.20 ,1274.00 ,279.00 ,754.00 ,161.00 ,1915.00 ,1697.00 ,15.70 ,44.10 ,0.78 
4.20 ,1621.00 ,269.00 ,18.30 ,1247.00 ,283.00 ,762.00 ,159.00 ,1860.00 ,1886.00 ,15.30 ,46.80 ,0.81 
3.10 ,1444.00 ,180.00 ,13.10 ,1089.00 ,214.00 ,844.00 ,143.00 ,1748.00 ,1624.00 ,14.60 ,48.60 ,0.81 
2.60 ,1418.00 ,116.00 ,10.90 ,1010.00 ,172.00 ,892.00 ,130.00 ,1603.00 ,1536.00 ,14.70 ,49.30 ,0.82 
2.90 ,1534.00 ,93.00 ,11.00 ,1013.00 ,190.00 ,889.00 ,129.00 ,1611.00 ,1535.00 ,13.90 ,53.60 ,0.85 
2.80 ,1484.00 ,131.00 ,11.90 ,1045.00 ,174.00 ,880.00 ,119.00 ,1624.00 ,1530.00 ,14.60 ,51.50 ,0.85 
2.50 ,1367.00 ,92.00 ,8.60 ,925.00 ,128.00 ,953.00 ,104.00 ,1543.00 ,1337.00 ,12.50 ,58.90 ,0.85 
2.40 ,1344.00 ,132.00 ,9.70 ,968.00 ,-200.00 ,921.00 ,-200.00 ,1620.00 ,1278.00 ,11.60 ,63.40 ,0.87 
-200.00 ,1130.00 ,56.00 ,5.20 ,773.00 ,70.00 ,1130.00 ,82.00 ,1452.00 ,1051.00 ,12.10 ,61.10 ,0.86 
1.20 ,1062.00 ,32.00 ,3.70 ,691.00 ,53.00 ,1272.00 ,70.00 ,1377.00 ,929.00 ,11.50 ,63.10 ,0.85 
1.00 ,1076.00 ,29.00 ,2.50 ,618.00 ,44.00 ,1395.00 ,63.00 ,1333.00 ,872.00 ,11.60 ,62.20 ,0.85 
0.90 ,1028.00 ,27.00 ,2.40 ,615.00 ,74.00 ,1384.00 ,67.00 ,1340.00 ,853.00 ,10.40 ,67.60 ,0.85 
1.40 ,1155.00 ,36.00 ,4.20 ,722.00 ,101.00 ,1225.00 ,84.00 ,1414.00 ,959.00 ,11.60 ,62.70 ,0.85 
1.60 ,1235.00 ,57.00 ,6.40 ,828.00 ,118.00 ,1055.00 ,83.00 ,1527.00 ,1093.00 ,12.40 ,60.00 ,0.86 
2.20 ,1332.00 ,129.00 ,8.60 ,923.00 ,144.00 ,952.00 ,98.00 ,1614.00 ,1225.00 ,14.50 ,53.10 ,0.87 
2.80 ,1445.00 ,148.00 ,10.90 ,1009.00 ,176.00 ,878.00 ,114.00 ,1696.00 ,1355.00 ,16.90 ,46.10 ,0.88 
2.80 ,1416.00 ,145.00 ,10.70 ,1002.00 ,161.00 ,907.00 ,119.00 ,1677.00 ,1262.00 ,19.30 ,38.30 ,0.85 
2.00 ,1281.00 ,93.00 ,7.50 ,880.00 ,113.00 ,1084.00 ,104.00 ,1525.00 ,980.00 ,21.20 ,31.40 ,0.78 
1.80 ,1207.00 ,84.00 ,7.50 ,879.00 ,103.00 ,1104.00 ,102.00 ,1490.00 ,872.00 ,21.40 ,30.20 ,0.76 
1.90 ,1258.00 ,99.00 ,8.20 ,906.00 ,112.00 ,1081.00 ,107.00 ,1511.00 ,900.00 ,21.90 ,29.00 ,0.75 
3.00 ,1458.00 ,150.00 ,11.90 ,1045.00 ,170.00 ,974.00 ,129.00 ,1646.00 ,1099.00 ,22.20 ,28.40 ,0.75 
2.90 ,1438.00 ,156.00 ,12.00 ,1051.00 ,180.00 ,943.00 ,128.00 ,1668.00 ,1206.00 ,21.30 ,30.80 ,0.77 
2.50 ,1478.00 ,122.00 ,12.20 ,1055.00 ,160.00 ,929.00 ,121.00 ,1671.00 ,1262.00 ,19.70 ,36.70 ,0.83 
4.60 ,1808.00 ,262.00 ,20.60 ,1312.00 ,261.00 ,753.00 ,157.00 ,1993.00 ,1698.00 ,18.40 ,41.70 ,0.87 
5.90 ,1898.00 ,341.00 ,23.10 ,1381.00 ,325.00 ,681.00 ,173.00 ,2103.00 ,1905.00 ,17.60 ,46.10 ,0.92 
3.40 ,1560.00 ,214.00 ,14.70 ,1140.00 ,217.00 ,784.00 ,146.00 ,1818.00 ,1648.00 ,16.70 ,49.60 ,0.93 
2.10 ,1324.00 ,100.00 ,9.00 ,940.00 ,146.00 ,924.00 ,121.00 ,1587.00 ,1423.00 ,16.30 ,51.00 ,0.93 
2.20 ,1349.00 ,79.00 ,8.80 ,933.00 ,152.00 ,933.00 ,119.00 ,1617.00 ,1349.00 ,14.70 ,55.90 ,0.93 
1.80 ,1239.00 ,66.00 ,7.40 ,872.00 ,104.00 ,985.00 ,99.00 ,1547.00 ,1250.00 ,14.80 ,54.70 ,0.92 
1.80 ,1239.00 ,73.00 ,6.90 ,853.00 ,106.00 ,1010.00 ,93.00 ,1543.00 ,1174.00 ,14.00 ,57.00 ,0.91 
1.80 ,1224.00 ,66.00 ,7.00 ,855.00 ,108.00 ,998.00 ,88.00 ,1566.00 ,1149.00 ,13.40 ,61.30 ,0.94 
1.10 ,1078.00 ,44.00 ,4.40 ,734.00 ,-200.00 ,1128.00 ,-200.00 ,1487.00 ,1021.00 ,12.60 ,63.50 ,0.92 
-200.00 ,1078.00 ,44.00 ,4.00 ,711.00 ,66.00 ,1150.00 ,71.00 ,1468.00 ,1013.00 ,12.30 ,65.40 ,0.94 
1.00 ,1075.00 ,39.00 ,3.90 ,703.00 ,88.00 ,1156.00 ,74.00 ,1464.00 ,1010.00 ,11.90 ,67.40 ,0.94 
1.40 ,1157.00 ,51.00 ,6.40 ,830.00 ,138.00 ,1030.00 ,80.00 ,1584.00 ,1083.00 ,11.40 ,70.50 ,0.95 
2.20 ,1314.00 ,107.00 ,9.70 ,966.00 ,228.00 ,897.00 ,89.00 ,1710.00 ,1235.00 ,11.30 ,70.20 ,0.94 
5.50 ,1797.00 ,336.00 ,25.90 ,1451.00 ,360.00 ,652.00 ,114.00 ,2323.00 ,1680.00 ,12.40 ,63.90 ,0.92 
8.10 ,1961.00 ,618.00 ,36.70 ,1701.00 ,478.00 ,537.00 ,149.00 ,2665.00 ,2184.00 ,14.80 ,54.30 ,0.91 
5.80 ,1771.00 ,438.00 ,26.60 ,1470.00 ,394.00 ,622.00 ,157.00 ,2262.00 ,1973.00 ,17.40 ,45.60 ,0.90 
4.20 ,1564.00 ,334.00 ,20.10 ,1300.00 ,319.00 ,710.00 ,155.00 ,2029.00 ,1798.00 ,19.80 ,38.50 ,0.88 
3.10 ,1430.00 ,221.00 ,14.10 ,1120.00 ,201.00 ,831.00 ,134.00 ,1783.00 ,1522.00 ,22.00 ,34.10 ,0.89 
2.90 ,1417.00 ,207.00 ,14.90 ,1146.00 ,171.00 ,830.00 ,119.00 ,1831.00 ,1404.00 ,23.30 ,32.20 ,0.91 
2.90 ,1400.00 ,191.00 ,15.40 ,1162.00 ,159.00 ,838.00 ,111.00 ,1829.00 ,1263.00 ,23.90 ,30.00 ,0.88 
2.50 ,1317.00 ,185.00 ,12.10 ,1053.00 ,153.00 ,926.00 ,104.00 ,1707.00 ,1137.00 ,24.40 ,28.90 ,0.87 
2.30 ,1318.00 ,141.00 ,11.50 ,1033.00 ,143.00 ,950.00 ,99.00 ,1675.00 ,1068.00 ,24.40 ,29.40 ,0.88 
2.80 ,1445.00 ,214.00 ,14.80 ,1141.00 ,156.00 ,857.00 ,110.00 ,1824.00 ,1252.00 ,23.80 ,31.30 ,0.91 
6.10 ,1917.00 ,471.00 ,32.10 ,1601.00 ,314.00 ,631.00 ,162.00 ,2447.00 ,1843.00 ,22.50 ,35.40 ,0.95 
8.00 ,2040.00 ,685.00 ,39.20 ,1754.00 ,404.00 ,542.00 ,187.00 ,2679.00 ,2122.00 ,20.40 ,42.50 ,1.01 
6.50 ,1895.00 ,538.00 ,31.00 ,1573.00 ,320.00 ,565.00 ,165.00 ,2443.00 ,1992.00 ,18.30 ,52.60 ,1.09 
4.20 ,1595.00 ,319.00 ,19.90 ,1294.00 ,256.00 ,678.00 ,145.00 ,2058.00 ,1707.00 ,16.70 ,57.40 ,1.08 
3.20 ,1439.00 ,224.00 ,15.30 ,1159.00 ,193.00 ,764.00 ,125.00 ,1856.00 ,1494.00 ,15.70 ,60.20 ,1.07 
1.40 ,1142.00 ,67.00 ,6.90 ,852.00 ,89.00 ,1008.00 ,101.00 ,1547.00 ,1164.00 ,15.30 ,61.40 ,1.06 
2.10 ,1304.00 ,155.00 ,11.10 ,1019.00 ,127.00 ,852.00 ,103.00 ,1731.00 ,1272.00 ,14.10 ,65.70 ,1.05 
1.20 ,1074.00 ,49.00 ,5.40 ,784.00 ,79.00 ,1098.00 ,88.00 ,1483.00 ,1040.00 ,14.80 ,60.60 ,1.01 
0.80 ,968.00 ,29.00 ,2.80 ,640.00 ,43.00 ,1320.00 ,61.00 ,1386.00 ,867.00 ,14.80 ,59.20 ,0.99 
0.70 ,929.00 ,25.00 ,2.30 ,608.00 ,-200.00 ,1376.00 ,-200.00 ,1364.00 ,826.00 ,13.60 ,62.10 ,0.96 
-200.00 ,941.00 ,25.00 ,2.60 ,626.00 ,59.00 ,1316.00 ,59.00 ,1373.00 ,840.00 ,12.30 ,66.20 ,0.95 
0.60 ,937.00 ,17.00 ,2.00 ,585.00 ,38.00 ,1412.00 ,52.00 ,1348.00 ,793.00 ,12.80 ,63.20 ,0.93 
0.90 ,1017.00 ,27.00 ,3.50 ,681.00 ,82.00 ,1246.00 ,64.00 ,1418.00 ,870.00 ,11.20 ,68.50 ,0.91 
1.30 ,1171.00 ,50.00 ,5.10 ,770.00 ,99.00 ,1162.00 ,70.00 ,1467.00 ,930.00 ,11.00 ,66.50 ,0.87 
3.40 ,1541.00 ,218.00 ,16.20 ,1185.00 ,263.00 ,770.00 ,97.00 ,1889.00 ,1407.00 ,11.70 ,63.70 ,0.87 
3.70 ,1539.00 ,285.00 ,19.70 ,1287.00 ,229.00 ,698.00 ,95.00 ,2055.00 ,1507.00 ,13.60 ,56.30 ,0.87 
5.30 ,1735.00 ,437.00 ,25.10 ,1431.00 ,396.00 ,628.00 ,150.00 ,2211.00 ,1843.00 ,17.80 ,42.90 ,0.87 
4.10 ,1571.00 ,327.00 ,20.00 ,1297.00 ,314.00 ,730.00 ,162.00 ,1973.00 ,1729.00 ,21.40 ,33.30 ,0.84 
3.30 ,1452.00 ,283.00 ,18.30 ,1250.00 ,217.00 ,776.00 ,154.00 ,1868.00 ,1583.00 ,24.40 ,27.40 ,0.82 
4.00 ,1579.00 ,366.00 ,22.30 ,1359.00 ,252.00 ,724.00 ,161.00 ,1998.00 ,1671.00 ,25.30 ,26.10 ,0.83 
3.80 ,1466.00 ,318.00 ,20.40 ,1309.00 ,263.00 ,773.00 ,161.00 ,1897.00 ,1491.00 ,25.80 ,23.20 ,0.76 
2.80 ,1280.00 ,228.00 ,14.60 ,1136.00 ,180.00 ,893.00 ,128.00 ,1675.00 ,1240.00 ,27.00 ,20.20 ,0.71 
2.90 ,1407.00 ,201.00 ,16.60 ,1197.00 ,184.00 ,905.00 ,129.00 ,1759.00 ,1313.00 ,28.20 ,18.60 ,0.70 
2.90 ,1389.00 ,199.00 ,15.80 ,1173.00 ,190.00 ,898.00 ,133.00 ,1739.00 ,1363.00 ,28.00 ,19.10 ,0.71 
3.40 ,1447.00 ,237.00 ,17.80 ,1235.00 ,184.00 ,859.00 ,139.00 ,1778.00 ,1296.00 ,23.90 ,25.70 ,0.75 
3.90 ,1551.00 ,261.00 ,19.10 ,1271.00 ,181.00 ,800.00 ,137.00 ,1875.00 ,1432.00 ,21.30 ,34.80 ,0.87 
3.20 ,1474.00 ,230.00 ,15.80 ,1173.00 ,166.00 ,854.00 ,143.00 ,1776.00 ,1432.00 ,20.40 ,36.70 ,0.87 
5.10 ,1800.00 ,349.00 ,24.90 ,1426.00 ,317.00 ,700.00 ,177.00 ,2106.00 ,2034.00 ,19.00 ,41.30 ,0.90 
2.60 ,1379.00 ,183.00 ,13.50 ,1101.00 ,184.00 ,818.00 ,138.00 ,1710.00 ,1602.00 ,17.90 ,45.90 ,0.93 
1.70 ,1201.00 ,88.00 ,9.10 ,943.00 ,130.00 ,935.00 ,117.00 ,1560.00 ,1362.00 ,16.70 ,48.90 ,0.92 
1.70 ,1205.00 ,85.00 ,8.60 ,925.00 ,132.00 ,922.00 ,107.00 ,1547.00 ,1314.00 ,15.50 ,52.90 ,0.93 
1.20 ,1072.00 ,47.00 ,5.40 ,784.00 ,95.00 ,1066.00 ,90.00 ,1442.00 ,1114.00 ,15.50 ,51.90 ,0.91 
0.90 ,998.00 ,34.00 ,4.10 ,714.00 ,70.00 ,1169.00 ,79.00 ,1383.00 ,992.00 ,14.10 ,55.60 ,0.89 
0.70 ,933.00 ,26.00 ,2.60 ,625.00 ,-200.00 ,1292.00 ,-200.00 ,1332.00 ,884.00 ,13.10 ,57.90 ,0.87 
-200.00 ,883.00 ,17.00 ,1.90 ,577.00 ,54.00 ,1396.00 ,60.00 ,1303.00 ,808.00 ,12.70 ,57.90 ,0.84 
0.50 ,869.00 ,11.00 ,1.60 ,554.00 ,28.00 ,1460.00 ,40.00 ,1268.00 ,667.00 ,11.80 ,58.00 ,0.80 
0.50 ,891.00 ,18.00 ,1.90 ,576.00 ,46.00 ,1417.00 ,53.00 ,1289.00 ,733.00 ,11.90 ,57.40 ,0.80 
1.60 ,1173.00 ,84.00 ,7.50 ,878.00 ,160.00 ,1038.00 ,84.00 ,1556.00 ,1052.00 ,9.90 ,65.20 ,0.80 
4.10 ,1587.00 ,260.00 ,21.40 ,1334.00 ,320.00 ,702.00 ,108.00 ,1999.00 ,1534.00 ,11.10 ,60.20 ,0.80 
6.60 ,1852.00 ,534.00 ,36.40 ,1696.00 ,377.00 ,553.00 ,127.00 ,2535.00 ,1931.00 ,14.10 ,50.00 ,0.80 
4.30 ,1522.00 ,368.00 ,21.30 ,1331.00 ,280.00 ,703.00 ,134.00 ,2026.00 ,1734.00 ,17.70 ,40.10 ,0.80 
2.90 ,1438.00 ,200.00 ,15.40 ,1161.00 ,221.00 ,819.00 ,135.00 ,1782.00 ,1595.00 ,21.10 ,33.40 ,0.83 
2.50 ,1393.00 ,145.00 ,12.50 ,1067.00 ,210.00 ,905.00 ,142.00 ,1654.00 ,1490.00 ,24.30 ,28.30 ,0.85 
2.80 ,1452.00 ,188.00 ,15.10 ,1152.00 ,204.00 ,861.00 ,153.00 ,1747.00 ,1508.00 ,25.60 ,25.60 ,0.83 
2.60 ,1389.00 ,152.00 ,13.70 ,1108.00 ,161.00 ,887.00 ,123.00 ,1712.00 ,1334.00 ,25.90 ,25.90 ,0.85 
2.00 ,1207.00 ,103.00 ,10.40 ,994.00 ,135.00 ,1013.00 ,104.00 ,1520.00 ,1045.00 ,26.80 ,18.70 ,0.65 
2.90 ,1365.00 ,193.00 ,15.20 ,1154.00 ,186.00 ,940.00 ,129.00 ,1679.00 ,1221.00 ,29.30 ,15.80 ,0.63 
2.50 ,1247.00 ,134.00 ,12.30 ,1060.00 ,147.00 ,1032.00 ,114.00 ,1525.00 ,1069.00 ,28.50 ,14.90 ,0.57 
5.00 ,1557.00 ,386.00 ,27.00 ,1478.00 ,299.00 ,793.00 ,158.00 ,1981.00 ,1569.00 ,25.90 ,16.00 ,0.52 
7.60 ,1973.00 ,577.00 ,38.40 ,1737.00 ,411.00 ,617.00 ,194.00 ,2414.00 ,2306.00 ,23.10 ,26.50 ,0.74 
6.70 ,1975.00 ,523.00 ,35.10 ,1667.00 ,347.00 ,597.00 ,182.00 ,2416.00 ,2359.00 ,20.50 ,38.20 ,0.91 
5.70 ,1795.00 ,472.00 ,27.20 ,1485.00 ,336.00 ,653.00 ,180.00 ,2174.00 ,2050.00 ,19.10 ,42.60 ,0.93 
2.80 ,1444.00 ,206.00 ,15.00 ,1150.00 ,202.00 ,770.00 ,136.00 ,1727.00 ,1727.00 ,17.20 ,44.10 ,0.86 
